name,id,type_code,total_units,floors,top_month,top_year,tenure,district_code,postcode,streetname,ura_key,transaction_psf,nearest_mrt_distance,enbloc,enbloc_date
EDEN SPRING,763,CONDO,14,4,12,1985,F,D10,259798,Balmoral Road,EDEN SPRING,1341,0,1,2007-04-05
EMERALD LODGE,1908,CONDO,31,0,12,1989,F,D09,229401,Emerald Hill Road,EMERALD LODGE,852,0,1,2005-12-16
LE MARQUE,2128,CONDO,40,0,1,1993,F,D10,258709,Keng Chin Road,LE MARQUE,574.5,0,1,2006-09-15
ADIS VILLAS,27,APT,24,0,1,1989,L99,D09,229976,Adis Road,ADIS VILLAS,621,0,1,2007-03-26
CAI GARDEN,1678,CONDO,0,0,12,1995,F,D14,419679,Foo Kim Lin Road,CAI GARDEN,988.53846153846,1.1,1,2011-04-28
CASTLE COURT,1710,CONDO,0,0,12,1995,F,D14,419845,Changi Road,CASTLE COURT,442,0,1,2007-04-16
CASA ROSITA,106,CONDO,114,5,12,1985,F,D10,259702,Bukit Timah Road,CASA ROSITA,1153,0,1,2006-04-05
FOH PIN MANSION,20903,CONDO,0,0,12,1981,F,D19,539557,Charlton Road,FOH PIN MANSION,,0.65,1,2010-07-01
LEEDON HEIGHTS,613,CONDO,314,15,12,1986,F,D10,267862,Leedon Road,LEEDON HEIGHTS,583,0,1,2007-04-27
WEST COAST GARDENS,574,TERRA,0,0,12,1978,L999,D05,126000,West Coast Way,WEST COAST GARDENS,1317,1.04,1,2007-03-03
CAIRNHILL GARDENS,1679,CONDO,72,0,12,1991,F,D09,229952,Anthony Road,CAIRNHILL GARDENS,896,0,1,2006-04-11
ASIMONT @ BARKER,52,APT,16,0,1,1986,F,D11,309946,Asimont Lane,ASIMONT @ BARKER,950,0.96,1,2010-12-22
PASTORAL VIEW,2284,APT,50,10,12,1986,F,D11,309837,Bassein Road,PASTORAL VIEW,548,0.54,1,2010-09-08
TAI GIN APARTMENTS,431,APT,16,0,12,1988,F,D12,329978,Ah Hood Road,TAI GIN APARTMENTS,408,0.45,1,2006-12-08
CHANCERY VILLE,1730,CONDO,0,0,12,1995,F,D11,309493,Chancery Lane,CHANCERY VILLE,650,0,1,2007-07-27
DERBYSHIRE MANSIONS,1869,APT,74,0,12,1980,F,D11,309467,Derbyshire Road,DERBYSHIRE MANSIONS,870,0.45,1,2006-11-24
DEVONSHIRE LODGE,1094,CONDO,27,0,12,1996,F,D09,239856,Devonshire Road,DEVONSHIRE LODGE,755,0,1,2007-04-17
SHAMROCK VILLAS,2620,DETAC,11,,12,2014,F,D10,267000,Namly Place,SHAMROCK VILLAS,720,0.82,1,2007-08-10
ULTRA MANSION,874,APT,48,13,12,1970,F,D11,309460,Derbyshire Road,ULTRA MANSION,998,0.53,1,2013-01-24
THE HABITAT II,2498,CONDO,29,0,1,1986,F,D10,259950,Ardmore Park,THE HABITAT II,1415,0,1,2005-09-09
CHARLTON COURT,1812,CONDO,0,0,12,1995,F,D19,539561,Charlton Road,CHARLTON COURT,626,0.71,1,2011-09-26
AMBERVILLE,40,APT,0,0,1,2000,L99,D15,449266,Marine Parade Road,AMBERVILLE,632,0,1,2006-01-17
HUP CHEONG MANSION,2047,CONDO,0,0,12,1974,L999,D12,328710,Mar Thoma Road,HUP CHEONG MANSION,246,0,1,2007-06-08
GUILLEMARD COURT,20926,APT,32,0,12,1978,F,D14,398449,Lorong 28 Geylang,GUILLEMARD COURT,,0.47,1,2010-10-27
BALMORAL VIEW,1779,CONDO,22,4,2,1983,F,D10,259916,Balmoral Crescent,BALMORAL VIEW,645,0,1,2006-07-07
MELROSE COURT,2194,APT,12,4,12,1996,F,D12,328754,Lorong Limau,MELROSE COURT,596,0,1,2010-08-20
LEONG BEE COURT,1449,CONDO,0,0,1,1991,F,D13,357769,Woodsville Close,LEONG BEE COURT,738,0.23,1,2011-04-13
CAVENAGH MANSIONS,20845,CONDO,21,0,,,F,D09,229618,Cavenagh Road,CAVENAGH MANSIONS,,0.44,1,2010-07-09
DATOH COURT,1863,CONDO,0,0,1,1988,F,D12,329420,Jalan Datoh,DATOH COURT,360,0.7,1,2007-01-05
SOPHIA COURT,2357,CONDO,188,0,1,1985,L999,D09,229978,Adis Road,SOPHIA COURT,618,0.36,1,2006-12-08
THE SAPPHIRE,2463,CONDO,0,13,11,1989,F,D12,329374,Jalan Dusun,THE SAPPHIRE,398.5,0.65,1,2007-04-30
THE ASPINE,636,CONDO,35,7,12,1992,F,D10,259786,Balmoral Road,THE ASPINE,1144.6666666667,0,1,2007-10-20
BELLERIVE,1496,CONDO,51,15,1,2012,F,D10,258711,Keng Chin Road,BELLERIVE,1698,0.49,1,2006-12-07
FURAMA TOWER,1939,CONDO,33,0,1,1981,F,D09,239195,Leonie Hill,FURAMA TOWER,704,0,1,2006-07-17
ONE BALMORAL,21682,CONDO,91,0,12,2016,F,D10,259784,Balmoral Road,ONE BALMORAL,,0.45,1,2007-03-22
TOHO GREEN,21086,APT,0,0,12,1993,L99,D19,545653,Yio Chu Kang Road,TOHO GREEN,403,1.23,1,2017-08-30
BRIGHT BUILDING,1667,CONDO,0,0,12,1997,F,D12,329185,Jalan Raja Udang,BRIGHT BUILDING,381,0.8,1,2007-03-23
ALOCASSIA APARTMENTS,1655,CONDO,45,0,8,1996,F,D10,259727,Bukit Timah Road,ALOCASSIA APARTMENTS,685,0.4,1,2006-05-29
LA VENTURA,2120,CONDO,25,0,12,1982,F,D10,249923,Bishopwalk,LA VENTURA,516,1.15,1,2007-04-13
THE ARDMORE,21076,CONDO,24,0,12,1978,F,D10,259953,Ardmore Park,THE ARDMORE,,0.64,1,2007-06-20
GOODWILL MANSION,1972,APT,12,0,1,1984,F,D12,329782,Balestier Road,GOODWILL MANSION,598,0.91,1,2010-04-01
DIAMOND TOWER,1871,CONDO,0,0,12,1995,F,D12,329137,Jalan Rajah,DIAMOND TOWER,628,0,1,2010-04-08
SHAN COURT,2358,CONDO,0,0,1,1975,F,D12,328105,Shan Road,SHAN COURT,418,0.59,1,2013-10-21
BEVERLY MAI,1792,CONDO,52,0,1,1974,F,D10,247855,Tomlinson Road,BEVERLY MAI,1577,0,1,2006-04-25
TELOK KURAU VIEW,2474,CONDO,0,0,12,1990,F,D15,425687,Lorong K Telok Kurau,TELOK KURAU VIEW,415,0,1,2010-10-08
MARGATE MANSIONS,20966,CONDO,0,0,12,1994,F,D15,438053,Margate Road,MARGATE MANSIONS,,1.09,1,2007-08-29
GILSTEAD VIEW,1957,APT,64,17,12,1991,F,D11,309061,Gilstead Road,GILSTEAD VIEW,823,0,1,2007-05-17
CHATEAU ELIZA,791,CONDO,37,0,12,1992,F,D09,228514,Mount Elizabeth,CHATEAU ELIZA,1846,0.5,1,2012-09-07
SEVEN HOLT ROAD,1117,CONDO,45,12,12,2000,F,D10,249445,Holt Road,SEVEN HOLT ROAD,1369,0.86,1,2004-06-29
KOON SENG COURT,2107,APT,10,0,12,1989,F,D15,427049,Koon Seng Road,KOON SENG COURT,956,0.82,1,2007-06-11
ROSE MANSIONS,1128,APT,13,0,12,2002,F,D15,437370,Rose Lane,ROSE MANSIONS,664.2,0,1,2007-06-21
MACKENZIE MANSIONS,1082,CONDO,35,0,12,2006,F,D09,228714,Mackenzie Road,MACKENZIE MANSIONS,869,0,1,2011-04-12
DYNASTY GARDEN,871,CONDO,51,0,12,1982,F,D10,276553,Sixth Avenue,DYNASTY GARDEN,804,0.82,1,2007-07-27
THE CLAYTON,2490,CONDO,10,0,12,1998,F,D10,259333,Ewe Boon Road,THE CLAYTON,565.5,0.37,1,2004-01-12
GRANGE TOWER,1979,CONDO,80,0,12,1983,F,D09,239700,Grange Road,GRANGE TOWER,766,0,1,2006-09-06
WEN YUAN COURT,1633,APT,3,0,10,1985,F,D15,425623,Lorong K Telok Kurau,WEN YUAN COURT,555,1.03,1,2006-09-28
ELEGANCE VIEW,619,APT,24,0,12,1986,F,D12,329550,Irrawaddy Road,ELEGANCE VIEW,836,0,1,2007-06-13
VIEW POINT MANSION,1420,APT,71,0,1,1985,L99,D12,329412,Jalan Datoh,VIEW POINT MANSION,1038.5,0.81,1,2007-11-16
HILLSIDE GARDENS,2018,TERRA,0,0,1,1988,L999,D19,549000,Hillside Drive,HILLSIDE GARDENS,434,1.15,1,2012-08-14
FORD MANSION,2020,CONDO,0,0,,,F,D10,268685,Ford Avenue,FORD MANSION,551,0,1,2005-12-09
AVENUE PARK,1764,CONDO,48,0,1,1983,F,D10,276531,Sixth Avenue,AVENUE PARK,1064,0,1,2006-03-20
FERNHILL GROVE,1877,CONDO,36,0,12,1979,F,D10,259090,Fernhill Road,FERNHILL GROVE,957,0.38,1,2005-07-28
DUCHESS COURT,345,CONDO,36,0,12,2011,L999,D10,268931,Duchess Walk,DUCHESS COURT,892.74074074074,0,1,2006-05-03
NANAK MANSIONS,2229,APT,36,0,12,1985,F,D15,437915,Meyer Road,NANAK MANSIONS,,1.27,1,2017-09-28
WESTPEAK,103,CONDO,152,0,12,1983,F,D05,127384,West Coast Road,WESTPEAK,677.97297297297,0,1,2006-04-27
ONE TREE LODGE,2261,CONDO,30,4,12,1991,F,D10,248669,One Tree Hill,ONE TREE LODGE,1025,0,1,2005-01-07
FORTREDALE,1016,APT,32,0,12,1999,F,D15,436880,Tanjong Rhu Road,FORTREDALE,1072,0.93,1,2011-03-29
PATERSON TOWER,2286,CONDO,72,0,1,1977,F,D09,238567,Paterson Hill,PATERSON TOWER,1398,0,1,2006-03-17
HOLLAND VIEW,2032,CONDO,48,0,12,1985,F,D10,276747,Queensway,HOLLAND VIEW,634,0.75,1,2004-04-12
RIVERIA LODGE,2346,CONDO,26,14,1,1992,F,D09,238403,River Valley Grove,RIVERIA LODGE,859,0,1,2006-08-28
WATERFALL GARDENS,258,CONDO,132,12,12,2010,F,D10,268820,Farrer Road,WATERFALL GARDENS,1503,0.64,1,2006-01-25
WESTPEAK,103,CONDO,152,0,12,1983,F,D05,127384,West Coast Road,WESTPEAK,677.97297297297,0,1,2006-04-27
BALMEG COURT,10,CONDO,65,0,1,1983,F,D05,119912,Balmeg Hill,BALMEG COURT,661,0,1,2005-12-02
HIMIKO COURT,514,CONDO,177,0,12,1983,F,D10,276693,Ridgewood Close,HIMIKO COURT,905,0,1,2007-05-02
REGENT GARDEN,1455,CONDO,31,0,1,1983,F,D05,127364,West Coast Road,REGENT GARDEN,602.56,0,1,2007-11-29
GREENACRES,1982,CONDO,74,4,12,1984,F,D05,127299,West Coast Road,GREENACRES,412,1.84,1,2004-06-18
CALISAY,1683,CONDO,0,0,12,2006,F,D19,534981,Upper Paya Lebar Road,CALISAY,319,0.58,1,2007-01-24
NATHAN VILLE,2236,CONDO,40,4,12,1989,F,D10,248743,Nathan Road,NATHAN VILLE,1560,0,1,2007-03-02
ELEGANCE VIEW,619,APT,24,0,12,1986,F,D12,329550,Irrawaddy Road,ELEGANCE VIEW,836,0,1,2006-02-10
SERANGOON VILLE,22436,HDB,244,0,12,1986,L99,D19,550129,Serangoon North Avenue 1,SERANGOON VILLE,,1.47,1,2017-07-26
THE ORANGE GROVE,1140,CONDO,72,12,5,2010,F,D10,258364,Orange Grove Road,THE ORANGE GROVE,2199,0.27,1,2006-09-22
695 JURONG WEST CENTRAL 1,7427,HDB,,0,,,L99,D22,640695,Jurong West Central 1,Jurong West Central 1,399.08677071721,0.47,0,
750A JURONG WEST STREET 73,7828,HDB,,0,,,L99,D22,641750,Jurong West Street 73,Jurong West Street 73,0,1.16,0,
696 JURONG WEST CENTRAL 1,7428,HDB,,0,,,L99,D22,640696,Jurong West Central 1,Jurong West Central 1,426.99275362319,0.47,0,
717 JURONG WEST STREET 71,7808,HDB,,0,,,L99,D22,640717,Jurong West Street 71,Jurong West Street 71,343.82478632479,0.63,0,
702A JURONG WEST STREET 71,7810,HDB,,0,,,L99,D22,641702,Jurong West Street 71,Jurong West Street 71,0,0.51,0,
718 JURONG WEST STREET 71,7809,HDB,,0,,,L99,D22,640718,Jurong West Street 71,Jurong West Street 71,366.24953548867,0.71,0,
682 JURONG WEST CENTRAL 1,7416,HDB,,0,,,L99,D22,640682,Jurong West Central 1,Jurong West Central 1,0,0.63,0,
711 JURONG WEST STREET 71,7802,HDB,,0,,,L99,D22,640711,Jurong West Street 71,Jurong West Street 71,357.31605351171,0.65,0,
710 JURONG WEST STREET 71,7801,HDB,,0,,,L99,D22,640710,Jurong West Street 71,Jurong West Street 71,298.61482720178,0.66,0,
709 JURONG WEST STREET 71,7800,HDB,,0,,,L99,D22,640709,Jurong West Street 71,Jurong West Street 71,285.85284280936,0.64,0,
694 JURONG WEST CENTRAL 1,7426,HDB,,0,,,L99,D22,640694,Jurong West Central 1,Jurong West Central 1,435.36510590858,0.53,0,
708 JURONG WEST STREET 71,7799,HDB,,0,,,L99,D22,640708,Jurong West Street 71,Jurong West Street 71,296.16499442586,0.59,0,
707 JURONG WEST STREET 71,7798,HDB,,0,,,L99,D22,640707,Jurong West Street 71,Jurong West Street 71,321.52917131178,0.58,0,
706 JURONG WEST STREET 71,7797,HDB,,0,,,L99,D22,640706,Jurong West Street 71,Jurong West Street 71,386.23281308064,0.52,0,
734A JURONG WEST STREET 73,7827,HDB,,0,,,L99,D22,641734,Jurong West Street 73,Jurong West Street 73,0,0.96,0,
705 JURONG WEST STREET 71,7796,HDB,,0,,,L99,D22,640705,Jurong West Street 71,Jurong West Street 71,352.68487551096,0.45,0,
701 JURONG WEST STREET 71,7792,HDB,,0,,,L99,D22,640701,Jurong West Street 71,Jurong West Street 71,296.43162393162,0.6,0,
704 JURONG WEST STREET 71,7795,HDB,,0,,,L99,D22,640704,Jurong West Street 71,Jurong West Street 71,313.27480490524,0.44,0,
712 JURONG WEST STREET 71,7803,HDB,,0,,,L99,D22,640712,Jurong West Street 71,Jurong West Street 71,357.31605351171,0.56,0,
703 JURONG WEST STREET 71,7794,HDB,,0,,,L99,D22,640703,Jurong West Street 71,Jurong West Street 71,317.64399851356,0.51,0,
702 JURONG WEST STREET 71,7793,HDB,,0,,,L99,D22,640702,Jurong West Street 71,Jurong West Street 71,306.44834633965,0.54,0,
713 JURONG WEST STREET 71,7804,HDB,,0,,,L99,D22,640713,Jurong West Street 71,Jurong West Street 71,366.69639539205,0.68,0,
714 JURONG WEST STREET 71,7805,HDB,,0,,,L99,D22,640714,Jurong West Street 71,Jurong West Street 71,329.65347454478,0.64,0,
715 JURONG WEST STREET 71,7806,HDB,,0,,,L99,D22,640715,Jurong West Street 71,Jurong West Street 71,375.18208844296,0.7,0,
716 JURONG WEST STREET 71,7807,HDB,,0,,,L99,D22,640716,Jurong West Street 71,Jurong West Street 71,359.10256410256,0.74,0,
746 JURONG WEST STREET 73,7821,HDB,,0,,,L99,D22,640746,Jurong West Street 73,Jurong West Street 73,316.78140096618,1.13,0,
735 JURONG WEST STREET 75,7844,HDB,,0,,,L99,D22,640735,Jurong West Street 75,Jurong West Street 75,335.28613898179,1,0,
736 JURONG WEST STREET 75,7845,HDB,,0,,,L99,D22,640736,Jurong West Street 75,Jurong West Street 75,354.9563359346,0.99,0,
737 JURONG WEST STREET 75,7846,HDB,,0,,,L99,D22,640737,Jurong West Street 75,Jurong West Street 75,367.09959123003,1.06,0,
738 JURONG WEST STREET 75,7847,HDB,,0,,,L99,D22,640738,Jurong West Street 75,Jurong West Street 75,365.61501300632,1.05,0,
739 JURONG WEST STREET 73,7817,HDB,,0,,,L99,D22,640739,Jurong West Street 73,Jurong West Street 73,337.42846525455,1.01,0,
682A JURONG WEST CENTRAL 1,7438,HDB,,0,,,L99,D22,641682,Jurong West Central 1,Jurong West Central 1,402.57617985879,0.62,0,
743 JURONG WEST STREET 73,7818,HDB,,0,,,L99,D22,640743,Jurong West Street 73,Jurong West Street 73,381.88219992568,1.14,0,
681A JURONG WEST CENTRAL 1,7435,HDB,,0,,,L99,D22,641681,Jurong West Central 1,Jurong West Central 1,343.334262356,0.67,0,
744 JURONG WEST STREET 73,7819,HDB,,0,,,L99,D22,640744,Jurong West Street 73,Jurong West Street 73,340.35209959123,1.09,0,
745 JURONG WEST STREET 73,7820,HDB,,0,,,L99,D22,640745,Jurong West Street 73,Jurong West Street 73,329.72686733556,1.09,0,
734 JURONG WEST STREET 73,7816,HDB,,0,,,L99,D22,640734,Jurong West Street 73,Jurong West Street 73,357.58639910814,0.99,0,
747 JURONG WEST STREET 73,7822,HDB,,0,,,L99,D22,640747,Jurong West Street 73,Jurong West Street 73,318.01189149015,1.14,0,
680A JURONG WEST CENTRAL 1,7432,HDB,,0,,,L99,D22,641680,Jurong West Central 1,Jurong West Central 1,406.01727982163,0.68,0,
748 JURONG WEST STREET 73,7823,HDB,,0,,,L99,D22,640748,Jurong West Street 73,Jurong West Street 73,271.85340022297,1.16,0,
749 JURONG WEST STREET 73,7824,HDB,,0,,,L99,D22,640749,Jurong West Street 73,Jurong West Street 73,370.71534745448,1.2,0,
750 JURONG WEST STREET 73,7825,HDB,,0,,,L99,D22,640750,Jurong West Street 73,Jurong West Street 73,362.92642140468,1.21,0,
679A JURONG WEST CENTRAL 1,7429,HDB,,0,,,L99,D22,641679,Jurong West Central 1,Jurong West Central 1,412.89855072464,0.64,0,
751 JURONG WEST STREET 73,7826,HDB,,0,,,L99,D22,640751,Jurong West Street 73,Jurong West Street 73,352.85024154589,1.17,0,
678A JURONG WEST STREET 64,7712,HDB,,0,,,L99,D22,641678,Jurong West Street 64,Jurong West Street 64,0,0.75,0,
677A JURONG WEST STREET 64,7709,HDB,,0,,,L99,D22,641677,Jurong West Street 64,Jurong West Street 64,441.53567447046,0.8,0,
752 JURONG WEST STREET 74,7829,HDB,,0,,,L99,D22,640752,Jurong West Street 74,Jurong West Street 74,330.58714232627,1.29,0,
684A JURONG WEST STREET 64,7717,HDB,,0,,,L99,D22,641684,Jurong West Street 64,Jurong West Street 64,436.35916016351,0.67,0,
691A JURONG WEST CENTRAL 1,7447,HDB,,0,,,L99,D22,641691,Jurong West Central 1,Jurong West Central 1,0,0.47,0,
719 JURONG WEST AVENUE 5,7403,HDB,,0,,,L99,D22,640719,Jurong West Avenue 5,Jurong West Avenue 5,272.29933110368,0.83,0,
686A JURONG WEST CENTRAL 1,7444,HDB,,0,,,L99,D22,641686,Jurong West Central 1,Jurong West Central 1,444.74451876626,0.38,0,
720 JURONG WEST AVENUE 5,7404,HDB,,0,,,L99,D22,640720,Jurong West Avenue 5,Jurong West Avenue 5,320.16722408027,0.79,0,
721 JURONG WEST AVENUE 5,7405,HDB,,0,,,L99,D22,640721,Jurong West Avenue 5,Jurong West Avenue 5,366.24953548867,0.75,0,
722 JURONG WEST AVENUE 5,7406,HDB,,0,,,L99,D22,640722,Jurong West Avenue 5,Jurong West Avenue 5,370.71534745448,0.71,0,
723 JURONG WEST AVENUE 5,7407,HDB,,0,,,L99,D22,640723,Jurong West Avenue 5,Jurong West Avenue 5,373.95299145299,0.79,0,
685A JURONG WEST STREET 64,7720,HDB,,0,,,L99,D22,641685,Jurong West Street 64,Jurong West Street 64,439.87829803047,0.57,0,
724 JURONG WEST STREET 72,7811,HDB,,0,,,L99,D22,640724,Jurong West Street 72,Jurong West Street 72,364.01616499443,0.86,0,
725 JURONG WEST AVENUE 5,7408,HDB,,0,,,L99,D22,640725,Jurong West Avenue 5,Jurong West Avenue 5,357.67094017094,0.91,0,
692A JURONG WEST CENTRAL 1,7448,HDB,,0,,,L99,D22,641692,Jurong West Central 1,Jurong West Central 1,0,0.39,0,
726 JURONG WEST AVENUE 5,7409,HDB,,0,,,L99,D22,640726,Jurong West Avenue 5,Jurong West Avenue 5,333.19305091044,0.95,0,
727 JURONG WEST AVENUE 5,7410,HDB,,0,,,L99,D22,640727,Jurong West Avenue 5,Jurong West Avenue 5,327.84559643255,0.94,0,
728 JURONG WEST AVENUE 5,7411,HDB,,0,,,L99,D22,640728,Jurong West Avenue 5,Jurong West Avenue 5,363.56930509104,0.98,0,
729 JURONG WEST AVENUE 5,7412,HDB,,0,,,L99,D22,640729,Jurong West Avenue 5,Jurong West Avenue 5,339.6279264214,1.02,0,
730 JURONG WEST STREET 72,7812,HDB,,0,,,L99,D22,640730,Jurong West Street 72,Jurong West Street 72,302.14139725009,0.99,0,
731 JURONG WEST STREET 72,7813,HDB,,0,,,L99,D22,640731,Jurong West Street 72,Jurong West Street 72,352.85024154589,0.94,0,
732 JURONG WEST STREET 73,7814,HDB,,0,,,L99,D22,640732,Jurong West Street 73,Jurong West Street 73,352.85024154589,1.01,0,
683A JURONG WEST CENTRAL 1,7441,HDB,,0,,,L99,D22,641683,Jurong West Central 1,Jurong West Central 1,475.38275733928,0.48,0,
733 JURONG WEST STREET 73,7815,HDB,,0,,,L99,D22,640733,Jurong West Street 73,Jurong West Street 73,364.66276477146,0.95,0,
647 JURONG WEST STREET 61,7617,HDB,,0,,,L99,D22,640647,Jurong West Street 61,Jurong West Street 61,412.64121144556,0.3,0,
648B JURONG WEST STREET 61,7631,HDB,,0,,,L99,D22,642648,Jurong West Street 61,Jurong West Street 61,453.07692307692,0.16,0,
624B JURONG WEST STREET 61,7626,HDB,,0,,,L99,D22,642624,Jurong West Street 61,Jurong West Street 61,0,0.4,0,
640 JURONG WEST STREET 61,7610,HDB,,0,,,L99,D22,640640,Jurong West Street 61,Jurong West Street 61,383.22185061315,0.31,0,
517B JURONG WEST STREET 52,7597,HDB,,0,,,L99,D22,642517,Jurong West Street 52,Jurong West Street 52,0,0.1,0,
641 JURONG WEST STREET 61,7611,HDB,,0,,,L99,D22,640641,Jurong West Street 61,Jurong West Street 61,383.22185061315,0.39,0,
642 JURONG WEST STREET 61,7612,HDB,,0,,,L99,D22,640642,Jurong West Street 61,Jurong West Street 61,402.26681531029,0.35,0,
643 JURONG WEST STREET 61,7613,HDB,,0,,,L99,D22,640643,Jurong West Street 61,Jurong West Street 61,430.96339650687,0.25,0,
644 JURONG WEST STREET 61,7614,HDB,,0,,,L99,D22,640644,Jurong West Street 61,Jurong West Street 61,414.34410999628,0.26,0,
645 JURONG WEST STREET 61,7615,HDB,,0,,,L99,D22,640645,Jurong West Street 61,Jurong West Street 61,407.99609810479,0.2,0,
501B JURONG WEST STREET 51,7564,HDB,,0,,,L99,D22,642501,Jurong West Street 51,Jurong West Street 51,0,0.64,0,
646 JURONG WEST STREET 61,7616,HDB,,0,,,L99,D22,640646,Jurong West Street 61,Jurong West Street 61,395.60850984764,0.25,0,
276B JURONG WEST AVENUE 3,7402,HDB,,0,,,L99,D22,642276,Jurong West Avenue 3,Jurong West Avenue 3,425.28613898179,1.59,0,
649B JURONG WEST STREET 61,7635,HDB,,0,,,L99,D22,642649,Jurong West Street 61,Jurong West Street 61,430.72835377183,0.13,0,
648 JURONG WEST STREET 61,7618,HDB,,0,,,L99,D22,640648,Jurong West Street 61,Jurong West Street 61,0,0.17,0,
649 JURONG WEST STREET 61,7619,HDB,,0,,,L99,D22,640649,Jurong West Street 61,Jurong West Street 61,0,0.17,0,
275B JURONG WEST STREET 25,7465,HDB,,0,,,L99,D22,642275,Jurong West Street 25,Jurong West Street 25,387.51114827202,1.64,0,
650 JURONG WEST STREET 61,7620,HDB,,0,,,L99,D22,640650,Jurong West Street 61,Jurong West Street 61,0,0.16,0,
274B JURONG WEST STREET 25,7462,HDB,,0,,,L99,D22,642274,Jurong West Street 25,Jurong West Street 25,339.16666666667,1.65,0,
273B JURONG WEST AVENUE 3,7397,HDB,,0,,,L99,D22,642273,Jurong West Avenue 3,Jurong West Avenue 3,387.51114827202,1.48,0,
651 JURONG WEST STREET 61,7621,HDB,,0,,,L99,D22,640651,Jurong West Street 61,Jurong West Street 61,0,0.02,0,
272B JURONG WEST STREET 24,7456,HDB,,0,,,L99,D22,642272,Jurong West Street 24,Jurong West Street 24,391.93143812709,1.31,0,
271B JURONG WEST STREET 24,7452,HDB,,0,,,L99,D22,642271,Jurong West Street 24,Jurong West Street 24,381.56261612783,1.36,0,
268B BOON LAY DRIVE,4049,HDB,,0,,,L99,D22,642268,Boon Lay Drive,Boon Lay Drive,393.56744704571,1.03,0,
652 JURONG WEST STREET 61,7622,HDB,,0,,,L99,D22,640652,Jurong West Street 61,Jurong West Street 61,0,0.11,0,
221B BOON LAY PLACE,4066,HDB,,0,,,L99,D22,642221,Boon Lay Place,Boon Lay Place,0,0.86,0,
628 JURONG WEST STREET 65,7736,HDB,,0,,,L99,D22,640628,Jurong West Street 65,Jurong West Street 65,385.90208101078,0.59,0,
273C JURONG WEST AVENUE 3,7398,HDB,,0,,,L99,D22,643273,Jurong West Avenue 3,Jurong West Avenue 3,377.04895949461,1.51,0,
621 JURONG WEST STREET 65,7733,HDB,,0,,,L99,D22,640621,Jurong West Street 65,Jurong West Street 65,398.93348197696,0.48,0,
622 JURONG WEST STREET 61,7603,HDB,,0,,,L99,D22,640622,Jurong West Street 61,Jurong West Street 61,446.13526570048,0.4,0,
623 JURONG WEST STREET 61,7604,HDB,,0,,,L99,D22,640623,Jurong West Street 61,Jurong West Street 61,384.27722036418,0.35,0,
654B JURONG WEST STREET 61,7648,HDB,,0,,,L99,D22,642654,Jurong West Street 61,Jurong West Street 61,439.40263842438,0.15,0,
653B JURONG WEST STREET 61,7645,HDB,,0,,,L99,D22,642653,Jurong West Street 61,Jurong West Street 61,429.03939056113,0.14,0,
624 JURONG WEST STREET 61,7605,HDB,,0,,,L99,D22,640624,Jurong West Street 61,Jurong West Street 61,416.37123745819,0.42,0,
652B JURONG WEST STREET 61,7642,HDB,,0,,,L99,D22,642652,Jurong West Street 61,Jurong West Street 61,432.4182460052,0.11,0,
625 JURONG WEST STREET 61,7606,HDB,,0,,,L99,D22,640625,Jurong West Street 61,Jurong West Street 61,418.88591601635,0.5,0,
626 JURONG WEST STREET 65,7734,HDB,,0,,,L99,D22,640626,Jurong West Street 65,Jurong West Street 65,403.76718691936,0.51,0,
651B JURONG WEST STREET 61,7640,HDB,,0,,,L99,D22,642651,Jurong West Street 61,Jurong West Street 61,423.67521367521,0.14,0,
627 JURONG WEST STREET 65,7735,HDB,,0,,,L99,D22,640627,Jurong West Street 65,Jurong West Street 65,380.54162021553,0.55,0,
655 JURONG WEST STREET 61,7623,HDB,,0,,,L99,D22,640655,Jurong West Street 61,Jurong West Street 61,0,0.24,0,
629 JURONG WEST STREET 65,7737,HDB,,0,,,L99,D22,640629,Jurong West Street 65,Jurong West Street 65,428.77926421405,0.64,0,
630 JURONG WEST STREET 65,7738,HDB,,0,,,L99,D22,640630,Jurong West Street 65,Jurong West Street 65,428.77926421405,0.68,0,
631 JURONG WEST STREET 65,7739,HDB,,0,,,L99,D22,640631,Jurong West Street 65,Jurong West Street 65,403.70215533259,0.77,0,
632 JURONG WEST STREET 65,7740,HDB,,0,,,L99,D22,640632,Jurong West Street 65,Jurong West Street 65,414.25956893348,0.78,0,
633 JURONG WEST STREET 65,7741,HDB,,0,,,L99,D22,640633,Jurong West Street 65,Jurong West Street 65,422.28260869565,0.72,0,
634 JURONG WEST STREET 65,7742,HDB,,0,,,L99,D22,640634,Jurong West Street 65,Jurong West Street 65,396.94630248978,0.66,0,
635 JURONG WEST STREET 65,7743,HDB,,0,,,L99,D22,640635,Jurong West Street 65,Jurong West Street 65,422.28260869565,0.61,0,
636 JURONG WEST STREET 65,7744,HDB,,0,,,L99,D22,640636,Jurong West Street 65,Jurong West Street 65,415.52675585284,0.56,0,
637 JURONG WEST STREET 61,7607,HDB,,0,,,L99,D22,640637,Jurong West Street 61,Jurong West Street 61,430.72835377183,0.47,0,
638 JURONG WEST STREET 61,7608,HDB,,0,,,L99,D22,640638,Jurong West Street 61,Jurong West Street 61,0,0.5,0,
650B JURONG WEST STREET 61,7637,HDB,,0,,,L99,D22,642650,Jurong West Street 61,Jurong West Street 61,405.39204756596,0.14,0,
